	WT-4	WT-5	WT-6	aps1-1	aps1-2	aps1-3	D333A-1	D333A-2	D333A-3
SPCC132.04c	1211	1702	1457	1172	1356	1340	1149	1361	1148
SPCC132.05c	1642	1745	1627	1590	1566	1602	2200	2478	2202
SPCC1322.01	1262	1252	1150	1483	1273	1238	570	619	921
SPCC1322.02	672	753	736	748	592	594	618	590	736
SPCC1322.03	1088	1191	1079	1156	1107	1183	1177	1494	1182
SPCC1322.04	15896	17641	15440	13727	14122	14318	14302	14938	12813
SPCC1322.05c	2993	3308	3124	3062	2953	3247	3494	3920	3922
SPCC1322.06	1034	1118	1019	1140	1056	1165	1067	1236	1271
SPCC1322.07c	164	144	129	187	157	188	208	252	233
SPCC1322.08	1808	1913	1712	2144	1651	1896	1301	1429	1822
SPCC1322.09	519	705	729	753	588	557	1087	1211	1581
SPCC1322.10	24527	26073	24227	23680	22586	24353	23350	26411	22153
SPCC1322.11	15181	17845	17542	16449	17564	17569	23871	26171	23969
SPCC1322.12c	3296	3633	3279	3585	3398	3445	2700	3041	3122
SPCC1322.13	5456	6397	5894	5248	5547	5900	7999	9421	7156
SPCC1322.14c	3855	3979	3790	4935	5018	5250	2698	2763	2434
SPCC1322.15	4201	4587	4165	4322	4115	4024	4036	4803	4217
SPCC1322.16	2638	2940	2693	2657	2712	2794	2803	3241	3486
SPCC1393.02c	645	731	859	939	807	797	608	649	870
SPCC1393.03	29652	32560	31411	27914	30050	31128	49594	57542	54093
SPCC1393.04	677	684	697	852	705	662	846	931	1014
SPCC1393.05	283	313	344	363	334	310	503	539	620
SPCC1393.06c	710	824	916	882	821	682	1125	1239	1639
SPCC1393.07c	153	196	215	139	134	162	306	348	274
SPCC1393.08	7403	7119	6692	5691	5873	6477	9208	8812	6943
SPCC1393.09c	1136	1471	1650	1603	1303	1224	2209	2311	2948
SPCC1393.10	1274	1437	1230	1406	1180	1687	813	991	1271
SPCC1393.11	980	900	964	1131	981	883	810	852	905
SPCC1393.12	594	637	598	601	491	512	604	731	807
SPCC1393.13	808	897	794	843	906	843	514	611	616
SPCC1393.14	45	39	39	69	56	55	60	75	75
SPCC13B11.01	77738	86171	83044	89033	113062	113566	80833	87292	117607
SPCC13B11.02c	0	0	0	0	0	0	0	0	0
SPCC13B11.03c	15	19	19	25	23	21	47	39	54
SPCC13B11.04c	71	76	102	95	82	86	64	107	136
SPCC1442.01	701	717	678	570	518	629	135	156	187
SPCC1442.02	609	585	653	800	654	665	744	891	1004
SPCC1442.03	2066	2088	2180	2389	2206	2264	2677	3094	2729
SPCC1442.04c	655	791	886	857	700	660	665	746	1147
SPCC1442.05c	789	862	823	1061	1000	1018	852	965	1087
SPCC1442.06	4197	4088	4091	4144	3723	3678	3964	4230	4805
SPCC1442.07c	383	480	469	385	326	338	641	692	1045
SPCC1442.08c	1718	1958	1979	2008	1879	1845	2227	2779	2757
SPCC1442.09	6662	7482	7115	6824	6740	6587	5880	6233	6565
SPCC1442.10c	2955	2996	2622	2986	2811	2993	1877	1955	2380
SPCC1442.11c	1	1	2	2	0	1	5	3	0
SPCC1442.12	2399	2769	2704	2445	2585	2669	3561	4268	4135
SPCC1442.13c	209	260	272	309	206	216	325	384	369
SPCC1442.14c	2063	2194	2123	1994	1964	2201	3162	3595	3063
